cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
sample_0786,sha_0786,medRxiv,Mental health effects of COVID-19 lockdowns,10.1000/sample.786,,30000786,cc-by,Immunological response analysis including antibody production and cellular immunity.,2021-07-06,"Davis, M.; Wilson, R.; Taylor, S.",BMJ,mag_786,who_786,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_786,s2_786
sample_0787,,arXiv,Contact tracing effectiveness studies,10.1000/sample.787,,,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2021-07-27,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature Medicine,mag_787,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_787,s2_787
sample_0788,sha_0788,arXiv,Economic implications of pandemic measures,10.1000/sample.788,PMC1000788,,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-04-13,"Thompson, G.; Garcia, H.; Martinez, I.",BMJ,mag_788,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_788,s2_788
sample_0789,sha_0789,Elsevier,Mental health effects of COVID-19 lockdowns,10.1000/sample.789,PMC1000789,,cc-by-nc,Healthcare system capacity analysis during peak pandemic periods.,2022-09-13,"Lee, K.; Wang, L.; Chen, M.",PLOS ONE,mag_789,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_789,s2_789
sample_0790,sha_0790,arXiv,Epidemiological analysis of coronavirus spread,10.1000/sample.790,,,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2020-04-01,"Miller, N.; Jones, O.; Williams, P.",Nature,mag_790,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_790,s2_790
sample_0791,sha_0791,PMC,Long COVID symptoms and patient recovery,,,,cc-by-nc,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2020-10-25,"Miller, N.; Jones, O.; Williams, P.",Science,mag_791,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_791,s2_791
sample_0792,,WHO,Treatment protocols for severe COVID cases,10.1000/sample.792,PMC1000792,30000792,cc-by-nc,Long-term COVID effects study including symptom persistence and recovery.,2022-05-08,"Miller, N.; Jones, O.; Williams, P.",Nature Medicine,mag_792,who_792,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_792,s2_792
sample_0793,sha_0793,arXiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.793,,30000793,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-02-25,"Miller, N.; Jones, O.; Williams, P.",Proceedings of the National Academy of Sciences,mag_793,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_793,s2_793
sample_0794,sha_0794,Elsevier,Mask wearing and transmission reduction,10.1000/sample.794,,30000794,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-05-21,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Science,mag_794,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_794,s2_794
sample_0795,sha_0795,WHO,Contact tracing effectiveness studies,,,,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2021-07-28,"Davis, M.; Wilson, R.; Taylor, S.",Cell,mag_795,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_795,s2_795
sample_0796,,Elsevier,Clinical outcomes in COVID-19 patients,10.1000/sample.796,PMC1000796,30000796,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-07-11,"Smith, J.; Johnson, A.; Brown, K.",PLOS ONE,mag_796,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_796,s2_796
sample_0797,sha_0797,PMC,Epidemiological analysis of coronavirus spread,,,30000797,cc-by-nc,Research on pandemic response effectiveness and public health intervention strategies.,2023-06-13,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Science,mag_797,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_797,s2_797
sample_0798,sha_0798,arXiv,Immunological response to SARS-CoV-2 infection,,PMC1000798,30000798,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2023-09-25,"Anderson, L.; Thomas, P.; Jackson, D.",PLOS ONE,mag_798,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_798,s2_798
sample_0799,sha_0799,PMC,Pandemic response strategies and public health measures,10.1000/sample.799,PMC1000799,30000799,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2022-05-05,"Thompson, G.; Garcia, H.; Martinez, I.",Science,mag_799,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_799,s2_799
sample_0800,sha_0800,Elsevier,Treatment protocols for severe COVID cases,10.1000/sample.800,PMC1000800,30000800,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2021-07-24,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",JAMA,mag_800,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_800,s2_800
sample_0801,sha_0801,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.801,PMC1000801,30000801,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-03-25,"White, C.; Harris, B.; Martin, E.",JAMA,mag_801,,arxiv.801,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_801,s2_801
sample_0802,sha_0802,PMC,Epidemiological analysis of coronavirus spread,10.1000/sample.802,PMC1000802,30000802,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-03-09,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature Medicine,mag_802,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_802,s2_802
sample_0803,sha_0803,arXiv,Healthcare system impact during pandemic,10.1000/sample.803,,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2020-06-17,"Lee, K.; Wang, L.; Chen, M.",Science,mag_803,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_803,s2_803
sample_0804,sha_0804,arXiv,Mental health effects of COVID-19 lockdowns,,PMC1000804,30000804,cc-by-nc,Long-term COVID effects study including symptom persistence and recovery.,2020-07-17,"White, C.; Harris, B.; Martin, E.",BMJ,mag_804,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_804,s2_804
sample_0805,sha_0805,WHO,Contact tracing effectiveness studies,,,30000805,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2021-10-05,"Thompson, G.; Garcia, H.; Martinez, I.",New England Journal of Medicine,mag_805,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_805,s2_805
sample_0806,sha_0806,Elsevier,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.806,PMC1000806,30000806,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-10-03,"Thompson, G.; Garcia, H.; Martinez, I.",PLOS ONE,mag_806,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_806,s2_806
sample_0807,sha_0807,WHO,Pandemic response strategies and public health measures,10.1000/sample.807,,,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-01-15,"Smith, J.; Johnson, A.; Brown, K.",Nature,mag_807,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_807,s2_807
sample_0808,,PMC,Contact tracing effectiveness studies,10.1000/sample.808,,30000808,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-11-12,"White, C.; Harris, B.; Martin, E.",JAMA,mag_808,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_808,s2_808
sample_0809,sha_0809,arXiv,Contact tracing effectiveness studies,,,30000809,cc-by-nc,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-01-09,"Lee, K.; Wang, L.; Chen, M.",BMJ,mag_809,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_809,s2_809
sample_0810,sha_0810,PMC,Clinical outcomes in COVID-19 patients,10.1000/sample.810,,,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2023-10-31,"Lee, K.; Wang, L.; Chen, M.",Science,mag_810,who_810,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_810,s2_810
sample_0811,,WHO,Pandemic response strategies and public health measures,10.1000/sample.811,PMC1000811,30000811,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-09-09,"Lee, K.; Wang, L.; Chen, M.",Proceedings of the National Academy of Sciences,mag_811,who_811,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_811,s2_811
sample_0812,sha_0812,WHO,Contact tracing effectiveness studies,10.1000/sample.812,,30000812,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-01-01,"Anderson, L.; Thomas, P.; Jackson, D.",Nature Medicine,mag_812,who_812,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_812,s2_812
sample_0813,,Elsevier,Mask wearing and transmission reduction,10.1000/sample.813,,30000813,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2021-10-26,"Thompson, G.; Garcia, H.; Martinez, I.",JAMA,mag_813,who_813,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_813,s2_813
sample_0814,sha_0814,medRxiv,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.814,PMC1000814,,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-04-12,"Davis, M.; Wilson, R.; Taylor, S.",BMJ,mag_814,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_814,s2_814
sample_0815,,medRxiv,Healthcare system impact during pandemic,,,30000815,cc-by-nc,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2020-09-22,"Thompson, G.; Garcia, H.; Martinez, I.",Cell,mag_815,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_815,s2_815
sample_0816,sha_0816,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.816,PMC1000816,30000816,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-03-01,"Miller, N.; Jones, O.; Williams, P.",BMJ,mag_816,who_816,arxiv.816,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_816,s2_816
sample_0817,sha_0817,medRxiv,Clinical outcomes in COVID-19 patients,10.1000/sample.817,PMC1000817,30000817,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2022-10-10,"Davis, M.; Wilson, R.; Taylor, S.",Science,mag_817,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_817,s2_817
sample_0818,,WHO,Mental health effects of COVID-19 lockdowns,10.1000/sample.818,PMC1000818,,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-12-10,"Thompson, G.; Garcia, H.; Martinez, I.",Cell,mag_818,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_818,s2_818
sample_0819,sha_0819,Elsevier,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.819,PMC1000819,30000819,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-11-07,"Miller, N.; Jones, O.; Williams, P.",New England Journal of Medicine,mag_819,who_819,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_819,s2_819
sample_0820,sha_0820,WHO,Ventilator management in COVID patients,10.1000/sample.820,PMC1000820,30000820,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2023-08-22,"White, C.; Harris, B.; Martin, E.",Science,mag_820,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_820,s2_820
sample_0821,sha_0821,WHO,Pandemic response strategies and public health measures,10.1000/sample.821,,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2022-02-08,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",BMJ,mag_821,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_821,s2_821
sample_0822,,WHO,Mental health effects of COVID-19 lockdowns,10.1000/sample.822,PMC1000822,,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-08-18,"White, C.; Harris, B.; Martin, E.",Proceedings of the National Academy of Sciences,mag_822,,arxiv.822,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_822,s2_822
sample_0823,,arXiv,Vaccine development and efficacy analysis,,,30000823,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2023-01-11,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature Medicine,mag_823,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_823,s2_823
sample_0824,,arXiv,Treatment protocols for severe COVID cases,10.1000/sample.824,PMC1000824,30000824,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2020-05-12,"Miller, N.; Jones, O.; Williams, P.",Science,mag_824,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_824,s2_824
sample_0825,sha_0825,Elsevier,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.825,PMC1000825,,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-05-11,"Smith, J.; Johnson, A.; Brown, K.",Science,mag_825,who_825,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_825,s2_825
sample_0826,sha_0826,arXiv,COVID-19 respiratory symptoms and transmission patterns,,PMC1000826,30000826,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-04-09,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature,mag_826,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_826,s2_826
sample_0827,sha_0827,arXiv,Pandemic response strategies and public health measures,10.1000/sample.827,PMC1000827,30000827,cc-by-nc,Healthcare system capacity analysis during peak pandemic periods.,2022-04-01,"White, C.; Harris, B.; Martin, E.",PLOS ONE,mag_827,who_827,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_827,s2_827
sample_0828,sha_0828,arXiv,Mask wearing and transmission reduction,10.1000/sample.828,,,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-11-26,"Lee, K.; Wang, L.; Chen, M.",Nature,mag_828,who_828,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_828,s2_828
sample_0829,sha_0829,PMC,Treatment protocols for severe COVID cases,10.1000/sample.829,PMC1000829,30000829,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-05-29,"Miller, N.; Jones, O.; Williams, P.",BMJ,mag_829,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_829,s2_829
